,Ball 0,,,,,Ball 1,,,,,
,m:,10,,,,m:,10,,,,
,r:,1,,,,r:,1,,,,
,k:,900,,,,k:,900,,,,
,rot: ,true,,,,,,,,,
,u_k: ,0.5,,,,,,,,,
t,s_x,s_y,v_x,v_y,w,s_x,s_y,v_x,v_y,w,
1.096,0.596726,0,-1.85992e-006,0,0,4.79127,0,3,0,0,
1.097,0.596726,0,-1.85992e-006,0,0,4.79427,0,3,0,0,
1.098,0.596726,0,-1.85992e-006,0,0,4.79727,0,3,0,0,
1.099,0.596726,0,-1.85992e-006,0,0,4.80027,0,3,0,0,
1.1,0.596726,0,-1.85992e-006,0,0,4.80327,0,3,0,0,
1.101,0.596726,0,-1.85992e-006,0,0,4.80627,0,3,0,0,
1.102,0.596726,0,-1.85992e-006,0,0,4.80927,0,3,0,0,
1.103,0.596726,0,-1.85992e-006,0,0,4.81227,0,3,0,0,
1.104,0.596726,0,-1.85992e-006,0,0,4.81527,0,3,0,0,
1.105,0.596726,0,-1.85992e-006,0,0,4.81827,0,3,0,0,
1.106,0.596726,0,-1.85992e-006,0,0,4.82127,0,3,0,0,
1.107,0.596726,0,-1.85992e-006,0,0,4.82427,0,3,0,0,
1.108,0.596726,0,-1.85992e-006,0,0,4.82727,0,3,0,0,
1.109,0.596726,0,-1.85992e-006,0,0,4.83027,0,3,0,0,
1.11,0.596726,0,-1.85992e-006,0,0,4.83327,0,3,0,0,
1.111,0.596726,0,-1.85992e-006,0,0,4.83627,0,3,0,0,
1.112,0.596726,0,-1.85992e-006,0,0,4.83927,0,3,0,0,
1.113,0.596726,0,-1.85992e-006,0,0,4.84227,0,3,0,0,
1.114,0.596726,0,-1.85992e-006,0,0,4.84527,0,3,0,0,
1.115,0.596726,0,-1.85992e-006,0,0,4.84827,0,3,0,0,
1.116,0.596726,0,-1.85992e-006,0,0,4.85127,0,3,0,0,
1.117,0.596726,0,-1.85992e-006,0,0,4.85427,0,3,0,0,
1.118,0.596726,0,-1.85992e-006,0,0,4.85727,0,3,0,0,
1.119,0.596726,0,-1.85992e-006,0,0,4.86027,0,3,0,0,
1.12,0.596726,0,-1.85992e-006,0,0,4.86327,0,3,0,0,
1.121,0.596726,0,-1.85992e-006,0,0,4.86627,0,3,0,0,
1.122,0.596726,0,-1.85992e-006,0,0,4.86927,0,3,0,0,
1.123,0.596726,0,-1.85992e-006,0,0,4.87227,0,3,0,0,
1.124,0.596726,0,-1.85992e-006,0,0,4.87527,0,3,0,0,
1.125,0.596726,0,-1.85992e-006,0,0,4.87827,0,3,0,0,
1.126,0.596726,0,-1.85992e-006,0,0,4.88127,0,3,0,0,
1.127,0.596726,0,-1.85992e-006,0,0,4.88427,0,3,0,0,
1.128,0.596726,0,-1.85992e-006,0,0,4.88727,0,3,0,0,
1.129,0.596726,0,-1.85992e-006,0,0,4.89027,0,3,0,0,
1.13,0.596726,0,-1.85992e-006,0,0,4.89327,0,3,0,0,
1.131,0.596726,0,-1.85992e-006,0,0,4.89627,0,3,0,0,
1.132,0.596726,0,-1.85992e-006,0,0,4.89927,0,3,0,0,
1.133,0.596726,0,-1.85992e-006,0,0,4.90227,0,3,0,0,
1.134,0.596726,0,-1.85992e-006,0,0,4.90527,0,3,0,0,
1.135,0.596726,0,-1.85992e-006,0,0,4.90827,0,3,0,0,
1.136,0.596726,0,-1.85992e-006,0,0,4.91127,0,3,0,0,
1.137,0.596726,0,-1.85992e-006,0,0,4.91427,0,3,0,0,
1.138,0.596726,0,-1.85992e-006,0,0,4.91727,0,3,0,0,
1.139,0.596726,0,-1.85992e-006,0,0,4.92027,0,3,0,0,
1.14,0.596726,0,-1.85992e-006,0,0,4.92327,0,3,0,0,
1.141,0.596726,0,-1.85992e-006,0,0,4.92627,0,3,0,0,
1.142,0.596726,0,-1.85992e-006,0,0,4.92927,0,3,0,0,
1.143,0.596726,0,-1.85992e-006,0,0,4.93227,0,3,0,0,
1.144,0.596726,0,-1.85992e-006,0,0,4.93527,0,3,0,0,
1.145,0.596726,0,-1.85992e-006,0,0,4.93827,0,3,0,0,
1.146,0.596726,0,-1.85992e-006,0,0,4.94127,0,3,0,0,
1.147,0.596726,0,-1.85992e-006,0,0,4.94427,0,3,0,0,
1.148,0.596726,0,-1.85992e-006,0,0,4.94727,0,3,0,0,
1.149,0.596726,0,-1.85992e-006,0,0,4.95027,0,3,0,0,
1.15,0.596726,0,-1.85992e-006,0,0,4.95327,0,3,0,0,
1.151,0.596726,0,-1.85992e-006,0,0,4.95627,0,3,0,0,
1.152,0.596726,0,-1.85992e-006,0,0,4.95927,0,3,0,0,
1.153,0.596726,0,-1.85992e-006,0,0,4.96227,0,3,0,0,
1.154,0.596726,0,-1.85992e-006,0,0,4.96527,0,3,0,0,
1.155,0.596726,0,-1.85992e-006,0,0,4.96827,0,3,0,0,
1.156,0.596726,0,-1.85992e-006,0,0,4.97127,0,3,0,0,
1.157,0.596726,0,-1.85992e-006,0,0,4.97427,0,3,0,0,
1.158,0.596726,0,-1.85992e-006,0,0,4.97727,0,3,0,0,
1.159,0.596726,0,-1.85992e-006,0,0,4.98027,0,3,0,0,
1.16,0.596726,0,-1.85992e-006,0,0,4.98327,0,3,0,0,
1.161,0.596726,0,-1.85992e-006,0,0,4.98627,0,3,0,0,
1.162,0.596726,0,-1.85992e-006,0,0,4.98927,0,3,0,0,
1.163,0.596726,0,-1.85992e-006,0,0,4.99227,0,3,0,0,
1.164,0.596726,0,-1.85992e-006,0,0,4.99527,0,3,0,0,
1.165,0.596726,0,-1.85992e-006,0,0,4.99827,0,3,0,0,
1.166,0.596726,0,-1.85992e-006,0,0,5.00127,0,3,0,0,
1.167,0.596726,0,-1.85992e-006,0,0,5.00427,0,3,0,0,
1.168,0.596726,0,-1.85992e-006,0,0,5.00727,0,3,0,0,
1.169,0.596726,0,-1.85992e-006,0,0,5.01027,0,3,0,0,
1.17,0.596726,0,-1.85992e-006,0,0,5.01327,0,3,0,0,
1.171,0.596726,0,-1.85992e-006,0,0,5.01627,0,3,0,0,
1.172,0.596726,0,-1.85992e-006,0,0,5.01927,0,3,0,0,
1.173,0.596726,0,-1.85992e-006,0,0,5.02227,0,3,0,0,
1.174,0.596726,0,-1.85992e-006,0,0,5.02527,0,3,0,0,
1.175,0.596726,0,-1.85992e-006,0,0,5.02827,0,3,0,0,
1.176,0.596726,0,-1.85992e-006,0,0,5.03127,0,3,0,0,
1.177,0.596726,0,-1.85992e-006,0,0,5.03427,0,3,0,0,
1.178,0.596726,0,-1.85992e-006,0,0,5.03727,0,3,0,0,
1.179,0.596726,0,-1.85992e-006,0,0,5.04027,0,3,0,0,
1.18,0.596726,0,-1.85992e-006,0,0,5.04327,0,3,0,0,
1.181,0.596726,0,-1.85992e-006,0,0,5.04627,0,3,0,0,
1.182,0.596726,0,-1.85992e-006,0,0,5.04927,0,3,0,0,
1.183,0.596726,0,-1.85992e-006,0,0,5.05227,0,3,0,0,
1.184,0.596726,0,-1.85992e-006,0,0,5.05527,0,3,0,0,
1.185,0.596726,0,-1.85992e-006,0,0,5.05827,0,3,0,0,
1.186,0.596726,0,-1.85992e-006,0,0,5.06127,0,3,0,0,
1.187,0.596726,0,-1.85992e-006,0,0,5.06427,0,3,0,0,
1.188,0.596726,0,-1.85992e-006,0,0,5.06727,0,3,0,0,
1.189,0.596726,0,-1.85992e-006,0,0,5.07027,0,3,0,0,
1.19,0.596726,0,-1.85992e-006,0,0,5.07327,0,3,0,0,
1.191,0.596726,0,-1.85992e-006,0,0,5.07627,0,3,0,0,
1.192,0.596726,0,-1.85992e-006,0,0,5.07927,0,3,0,0,
1.193,0.596726,0,-1.85992e-006,0,0,5.08227,0,3,0,0,
1.194,0.596726,0,-1.85992e-006,0,0,5.08527,0,3,0,0,
1.195,0.596726,0,-1.85992e-006,0,0,5.08827,0,3,0,0,
1.196,0.596726,0,-1.85992e-006,0,0,5.09127,0,3,0,0,
1.197,0.596726,0,-1.85992e-006,0,0,5.09427,0,3,0,0,
1.198,0.596726,0,-1.85992e-006,0,0,5.09727,0,3,0,0,
1.199,0.596726,0,-1.85992e-006,0,0,5.10027,0,3,0,0,
1.2,0.596726,0,-1.85992e-006,0,0,5.10327,0,3,0,0,
1.201,0.596726,0,-1.85992e-006,0,0,5.10627,0,3,0,0,
1.202,0.596726,0,-1.85992e-006,0,0,5.10927,0,3,0,0,
1.203,0.596726,0,-1.85992e-006,0,0,5.11227,0,3,0,0,
1.204,0.596726,0,-1.85992e-006,0,0,5.11527,0,3,0,0,
1.205,0.596726,0,-1.85992e-006,0,0,5.11827,0,3,0,0,
1.206,0.596726,0,-1.85992e-006,0,0,5.12127,0,3,0,0,
1.207,0.596726,0,-1.85992e-006,0,0,5.12427,0,3,0,0,
1.208,0.596726,0,-1.85992e-006,0,0,5.12727,0,3,0,0,
1.209,0.596726,0,-1.85992e-006,0,0,5.13027,0,3,0,0,
1.21,0.596726,0,-1.85992e-006,0,0,5.13327,0,3,0,0,
1.211,0.596726,0,-1.85992e-006,0,0,5.13627,0,3,0,0,
1.212,0.596726,0,-1.85992e-006,0,0,5.13927,0,3,0,0,
1.213,0.596726,0,-1.85992e-006,0,0,5.14227,0,3,0,0,
1.214,0.596726,0,-1.85992e-006,0,0,5.14527,0,3,0,0,
1.215,0.596726,0,-1.85992e-006,0,0,5.14827,0,3,0,0,
1.216,0.596726,0,-1.85992e-006,0,0,5.15127,0,3,0,0,
1.217,0.596726,0,-1.85992e-006,0,0,5.15427,0,3,0,0,
1.218,0.596726,0,-1.85992e-006,0,0,5.15727,0,3,0,0,
1.219,0.596726,0,-1.85992e-006,0,0,5.16027,0,3,0,0,
1.22,0.596726,0,-1.85992e-006,0,0,5.16327,0,3,0,0,
1.221,0.596726,0,-1.85992e-006,0,0,5.16627,0,3,0,0,
1.222,0.596726,0,-1.85992e-006,0,0,5.16927,0,3,0,0,
1.223,0.596726,0,-1.85992e-006,0,0,5.17227,0,3,0,0,
1.224,0.596726,0,-1.85992e-006,0,0,5.17527,0,3,0,0,
1.225,0.596726,0,-1.85992e-006,0,0,5.17827,0,3,0,0,
1.226,0.596726,0,-1.85992e-006,0,0,5.18127,0,3,0,0,
1.227,0.596726,0,-1.85992e-006,0,0,5.18427,0,3,0,0,
1.228,0.596726,0,-1.85992e-006,0,0,5.18727,0,3,0,0,
1.229,0.596726,0,-1.85992e-006,0,0,5.19027,0,3,0,0,
1.23,0.596726,0,-1.85992e-006,0,0,5.19327,0,3,0,0,
1.231,0.596726,0,-1.85992e-006,0,0,5.19627,0,3,0,0,
1.232,0.596726,0,-1.85992e-006,0,0,5.19927,0,3,0,0,
1.233,0.596726,0,-1.85992e-006,0,0,5.20227,0,3,0,0,
1.234,0.596726,0,-1.85992e-006,0,0,5.20527,0,3,0,0,
1.235,0.596726,0,-1.85992e-006,0,0,5.20827,0,3,0,0,
1.236,0.596726,0,-1.85992e-006,0,0,5.21127,0,3,0,0,
1.237,0.596726,0,-1.85992e-006,0,0,5.21427,0,3,0,0,
1.238,0.596726,0,-1.85992e-006,0,0,5.21727,0,3,0,0,
1.239,0.596726,0,-1.85992e-006,0,0,5.22027,0,3,0,0,
1.24,0.596726,0,-1.85992e-006,0,0,5.22327,0,3,0,0,
1.241,0.596726,0,-1.85992e-006,0,0,5.22627,0,3,0,0,
1.242,0.596726,0,-1.85992e-006,0,0,5.22927,0,3,0,0,
1.243,0.596726,0,-1.85992e-006,0,0,5.23227,0,3,0,0,
1.244,0.596726,0,-1.85992e-006,0,0,5.23527,0,3,0,0,
1.245,0.596726,0,-1.85992e-006,0,0,5.23827,0,3,0,0,
1.246,0.596726,0,-1.85992e-006,0,0,5.24127,0,3,0,0,
1.247,0.596726,0,-1.85992e-006,0,0,5.24427,0,3,0,0,
1.248,0.596726,0,-1.85992e-006,0,0,5.24727,0,3,0,0,
1.249,0.596726,0,-1.85992e-006,0,0,5.25027,0,3,0,0,
1.25,0.596726,0,-1.85992e-006,0,0,5.25327,0,3,0,0,
1.251,0.596726,0,-1.85992e-006,0,0,5.25627,0,3,0,0,
1.252,0.596726,0,-1.85992e-006,0,0,5.25927,0,3,0,0,
1.253,0.596726,0,-1.85992e-006,0,0,5.26227,0,3,0,0,
1.254,0.596726,0,-1.85992e-006,0,0,5.26527,0,3,0,0,
1.255,0.596726,0,-1.85992e-006,0,0,5.26827,0,3,0,0,
1.256,0.596726,0,-1.85992e-006,0,0,5.27127,0,3,0,0,
1.257,0.596726,0,-1.85992e-006,0,0,5.27427,0,3,0,0,
1.258,0.596726,0,-1.85992e-006,0,0,5.27727,0,3,0,0,
1.259,0.596726,0,-1.85992e-006,0,0,5.28027,0,3,0,0,
1.26,0.596726,0,-1.85992e-006,0,0,5.28327,0,3,0,0,
1.261,0.596726,0,-1.85992e-006,0,0,5.28627,0,3,0,0,
1.262,0.596726,0,-1.85992e-006,0,0,5.28927,0,3,0,0,
1.263,0.596726,0,-1.85992e-006,0,0,5.29227,0,3,0,0,
1.264,0.596726,0,-1.85992e-006,0,0,5.29527,0,3,0,0,
1.265,0.596726,0,-1.85992e-006,0,0,5.29827,0,3,0,0,
1.266,0.596726,0,-1.85992e-006,0,0,5.30127,0,3,0,0,
1.267,0.596726,0,-1.85992e-006,0,0,5.30427,0,3,0,0,
1.268,0.596726,0,-1.85992e-006,0,0,5.30727,0,3,0,0,
1.269,0.596726,0,-1.85992e-006,0,0,5.31027,0,3,0,0,
1.27,0.596726,0,-1.85992e-006,0,0,5.31327,0,3,0,0,
1.271,0.596726,0,-1.85992e-006,0,0,5.31627,0,3,0,0,
1.272,0.596726,0,-1.85992e-006,0,0,5.31927,0,3,0,0,
1.273,0.596726,0,-1.85992e-006,0,0,5.32227,0,3,0,0,
1.274,0.596726,0,-1.85992e-006,0,0,5.32527,0,3,0,0,
1.275,0.596726,0,-1.85992e-006,0,0,5.32827,0,3,0,0,
1.276,0.596726,0,-1.85992e-006,0,0,5.33127,0,3,0,0,
1.277,0.596726,0,-1.85992e-006,0,0,5.33427,0,3,0,0,
1.278,0.596726,0,-1.85992e-006,0,0,5.33727,0,3,0,0,
1.279,0.596726,0,-1.85992e-006,0,0,5.34027,0,3,0,0,
1.28,0.596726,0,-1.85992e-006,0,0,5.34327,0,3,0,0,
1.281,0.596726,0,-1.85992e-006,0,0,5.34627,0,3,0,0,
1.282,0.596726,0,-1.85992e-006,0,0,5.34927,0,3,0,0,
1.283,0.596726,0,-1.85992e-006,0,0,5.35227,0,3,0,0,
1.284,0.596726,0,-1.85992e-006,0,0,5.35527,0,3,0,0,
1.285,0.596726,0,-1.85992e-006,0,0,5.35827,0,3,0,0,
1.286,0.596726,0,-1.85992e-006,0,0,5.36127,0,3,0,0,
1.287,0.596726,0,-1.85992e-006,0,0,5.36427,0,3,0,0,
1.288,0.596726,0,-1.85992e-006,0,0,5.36727,0,3,0,0,
1.289,0.596726,0,-1.85992e-006,0,0,5.37027,0,3,0,0,
1.29,0.596726,0,-1.85992e-006,0,0,5.37327,0,3,0,0,
1.291,0.596726,0,-1.85992e-006,0,0,5.37627,0,3,0,0,
1.292,0.596726,0,-1.85992e-006,0,0,5.37927,0,3,0,0,
1.293,0.596726,0,-1.85992e-006,0,0,5.38227,0,3,0,0,
1.294,0.596726,0,-1.85992e-006,0,0,5.38527,0,3,0,0,
1.295,0.596726,0,-1.85992e-006,0,0,5.38827,0,3,0,0,
1.296,0.596726,0,-1.85992e-006,0,0,5.39127,0,3,0,0,
1.297,0.596726,0,-1.85992e-006,0,0,5.39427,0,3,0,0,
1.298,0.596726,0,-1.85992e-006,0,0,5.39727,0,3,0,0,
1.299,0.596726,0,-1.85992e-006,0,0,5.40027,0,3,0,0,
1.3,0.596726,0,-1.85992e-006,0,0,5.40327,0,3,0,0,
1.301,0.596726,0,-1.85992e-006,0,0,5.40627,0,3,0,0,
1.302,0.596726,0,-1.85992e-006,0,0,5.40927,0,3,0,0,
1.303,0.596726,0,-1.85992e-006,0,0,5.41227,0,3,0,0,
1.304,0.596726,0,-1.85992e-006,0,0,5.41527,0,3,0,0,
1.305,0.596726,0,-1.85992e-006,0,0,5.41827,0,3,0,0,
1.306,0.596726,0,-1.85992e-006,0,0,5.42127,0,3,0,0,
1.307,0.596726,0,-1.85992e-006,0,0,5.42427,0,3,0,0,
1.308,0.596726,0,-1.85992e-006,0,0,5.42727,0,3,0,0,
1.309,0.596726,0,-1.85992e-006,0,0,5.43027,0,3,0,0,
1.31,0.596726,0,-1.85992e-006,0,0,5.43327,0,3,0,0,
1.311,0.596726,0,-1.85992e-006,0,0,5.43627,0,3,0,0,
1.312,0.596726,0,-1.85992e-006,0,0,5.43927,0,3,0,0,
1.313,0.596726,0,-1.85992e-006,0,0,5.44227,0,3,0,0,
1.314,0.596726,0,-1.85992e-006,0,0,5.44527,0,3,0,0,
1.315,0.596726,0,-1.85992e-006,0,0,5.44827,0,3,0,0,
1.316,0.596726,0,-1.85992e-006,0,0,5.45127,0,3,0,0,
1.317,0.596726,0,-1.85992e-006,0,0,5.45427,0,3,0,0,
1.318,0.596726,0,-1.85992e-006,0,0,5.45727,0,3,0,0,
1.319,0.596726,0,-1.85992e-006,0,0,5.46027,0,3,0,0,
1.32,0.596726,0,-1.85992e-006,0,0,5.46327,0,3,0,0,
1.321,0.596726,0,-1.85992e-006,0,0,5.46627,0,3,0,0,
1.322,0.596726,0,-1.85992e-006,0,0,5.46927,0,3,0,0,
1.323,0.596726,0,-1.85992e-006,0,0,5.47227,0,3,0,0,
1.324,0.596726,0,-1.85992e-006,0,0,5.47527,0,3,0,0,
1.325,0.596726,0,-1.85992e-006,0,0,5.47827,0,3,0,0,
1.326,0.596726,0,-1.85992e-006,0,0,5.48127,0,3,0,0,
1.327,0.596726,0,-1.85992e-006,0,0,5.48427,0,3,0,0,
1.328,0.596726,0,-1.85992e-006,0,0,5.48727,0,3,0,0,
1.329,0.596726,0,-1.85992e-006,0,0,5.49027,0,3,0,0,
1.33,0.596726,0,-1.85992e-006,0,0,5.49327,0,3,0,0,
1.331,0.596726,0,-1.85992e-006,0,0,5.49627,0,3,0,0,
1.332,0.596726,0,-1.85992e-006,0,0,5.49927,0,3,0,0,
1.333,0.596726,0,-1.85992e-006,0,0,5.50227,0,3,0,0,
1.334,0.596726,0,-1.85992e-006,0,0,5.50527,0,3,0,0,
1.335,0.596726,0,-1.85992e-006,0,0,5.50827,0,3,0,0,
1.336,0.596726,0,-1.85992e-006,0,0,5.51127,0,3,0,0,
1.337,0.596726,0,-1.85992e-006,0,0,5.51427,0,3,0,0,
1.338,0.596726,0,-1.85992e-006,0,0,5.51727,0,3,0,0,
1.339,0.596726,0,-1.85992e-006,0,0,5.52027,0,3,0,0,
1.34,0.596726,0,-1.85992e-006,0,0,5.52327,0,3,0,0,
1.341,0.596726,0,-1.85992e-006,0,0,5.52627,0,3,0,0,
1.342,0.596726,0,-1.85992e-006,0,0,5.52927,0,3,0,0,
1.343,0.596726,0,-1.85992e-006,0,0,5.53227,0,3,0,0,
1.344,0.596726,0,-1.85992e-006,0,0,5.53527,0,3,0,0,
1.345,0.596726,0,-1.85992e-006,0,0,5.53827,0,3,0,0,
1.346,0.596726,0,-1.85992e-006,0,0,5.54127,0,3,0,0,
1.347,0.596726,0,-1.85992e-006,0,0,5.54427,0,3,0,0,
1.348,0.596726,0,-1.85992e-006,0,0,5.54727,0,3,0,0,
1.349,0.596726,0,-1.85992e-006,0,0,5.55027,0,3,0,0,
1.35,0.596726,0,-1.85992e-006,0,0,5.55327,0,3,0,0,
1.351,0.596726,0,-1.85992e-006,0,0,5.55627,0,3,0,0,
1.352,0.596726,0,-1.85992e-006,0,0,5.55927,0,3,0,0,
1.353,0.596726,0,-1.85992e-006,0,0,5.56227,0,3,0,0,
1.354,0.596726,0,-1.85992e-006,0,0,5.56527,0,3,0,0,
1.355,0.596726,0,-1.85992e-006,0,0,5.56827,0,3,0,0,
1.356,0.596726,0,-1.85992e-006,0,0,5.57127,0,3,0,0,
1.357,0.596726,0,-1.85992e-006,0,0,5.57427,0,3,0,0,
1.358,0.596726,0,-1.85992e-006,0,0,5.57727,0,3,0,0,
1.359,0.596726,0,-1.85992e-006,0,0,5.58027,0,3,0,0,
1.36,0.596726,0,-1.85992e-006,0,0,5.58327,0,3,0,0,
1.361,0.596726,0,-1.85992e-006,0,0,5.58627,0,3,0,0,
1.362,0.596726,0,-1.85992e-006,0,0,5.58927,0,3,0,0,
1.363,0.596726,0,-1.85992e-006,0,0,5.59227,0,3,0,0,
1.364,0.596726,0,-1.85992e-006,0,0,5.59527,0,3,0,0,
1.365,0.596726,0,-1.85992e-006,0,0,5.59827,0,3,0,0,
1.366,0.596726,0,-1.85992e-006,0,0,5.60127,0,3,0,0,
1.367,0.596726,0,-1.85992e-006,0,0,5.60427,0,3,0,0,
1.368,0.596726,0,-1.85992e-006,0,0,5.60727,0,3,0,0,
1.369,0.596726,0,-1.85992e-006,0,0,5.61027,0,3,0,0,
1.37,0.596726,0,-1.85992e-006,0,0,5.61327,0,3,0,0,
1.371,0.596726,0,-1.85992e-006,0,0,5.61627,0,3,0,0,
1.372,0.596726,0,-1.85992e-006,0,0,5.61927,0,3,0,0,
1.373,0.596726,0,-1.85992e-006,0,0,5.62227,0,3,0,0,
1.374,0.596726,0,-1.85992e-006,0,0,5.62527,0,3,0,0,
1.375,0.596726,0,-1.85992e-006,0,0,5.62827,0,3,0,0,
1.376,0.596726,0,-1.85992e-006,0,0,5.63127,0,3,0,0,
1.377,0.596726,0,-1.85992e-006,0,0,5.63427,0,3,0,0,
1.378,0.596726,0,-1.85992e-006,0,0,5.63727,0,3,0,0,
1.379,0.596726,0,-1.85992e-006,0,0,5.64027,0,3,0,0,
1.38,0.596726,0,-1.85992e-006,0,0,5.64327,0,3,0,0,
1.381,0.596726,0,-1.85992e-006,0,0,5.64627,0,3,0,0,
1.382,0.596726,0,-1.85992e-006,0,0,5.64927,0,3,0,0,
1.383,0.596726,0,-1.85992e-006,0,0,5.65227,0,3,0,0,
1.384,0.596726,0,-1.85992e-006,0,0,5.65527,0,3,0,0,
1.385,0.596726,0,-1.85992e-006,0,0,5.65827,0,3,0,0,
1.386,0.596726,0,-1.85992e-006,0,0,5.66127,0,3,0,0,
1.387,0.596726,0,-1.85992e-006,0,0,5.66427,0,3,0,0,
1.388,0.596726,0,-1.85992e-006,0,0,5.66727,0,3,0,0,
1.389,0.596726,0,-1.85992e-006,0,0,5.67027,0,3,0,0,
1.39,0.596726,0,-1.85992e-006,0,0,5.67327,0,3,0,0,
1.391,0.596726,0,-1.85992e-006,0,0,5.67627,0,3,0,0,
1.392,0.596726,0,-1.85992e-006,0,0,5.67927,0,3,0,0,
1.393,0.596726,0,-1.85992e-006,0,0,5.68227,0,3,0,0,
1.394,0.596726,0,-1.85992e-006,0,0,5.68527,0,3,0,0,
1.395,0.596726,0,-1.85992e-006,0,0,5.68827,0,3,0,0,
1.396,0.596726,0,-1.85992e-006,0,0,5.69127,0,3,0,0,
1.397,0.596726,0,-1.85992e-006,0,0,5.69427,0,3,0,0,
1.398,0.596726,0,-1.85992e-006,0,0,5.69727,0,3,0,0,
1.399,0.596726,0,-1.85992e-006,0,0,5.70027,0,3,0,0,
1.4,0.596726,0,-1.85992e-006,0,0,5.70327,0,3,0,0,
1.401,0.596726,0,-1.85992e-006,0,0,5.70627,0,3,0,0,
1.402,0.596726,0,-1.85992e-006,0,0,5.70927,0,3,0,0,
1.403,0.596726,0,-1.85992e-006,0,0,5.71227,0,3,0,0,
1.404,0.596726,0,-1.85992e-006,0,0,5.71527,0,3,0,0,
1.405,0.596726,0,-1.85992e-006,0,0,5.71827,0,3,0,0,
1.406,0.596726,0,-1.85992e-006,0,0,5.72127,0,3,0,0,
1.407,0.596726,0,-1.85992e-006,0,0,5.72427,0,3,0,0,
1.408,0.596726,0,-1.85992e-006,0,0,5.72727,0,3,0,0,
1.409,0.596726,0,-1.85992e-006,0,0,5.73027,0,3,0,0,
1.41,0.596726,0,-1.85992e-006,0,0,5.73327,0,3,0,0,
1.411,0.596726,0,-1.85992e-006,0,0,5.73627,0,3,0,0,
1.412,0.596726,0,-1.85992e-006,0,0,5.73927,0,3,0,0,
1.413,0.596726,0,-1.85992e-006,0,0,5.74227,0,3,0,0,
1.414,0.596726,0,-1.85992e-006,0,0,5.74527,0,3,0,0,
1.415,0.596726,0,-1.85992e-006,0,0,5.74827,0,3,0,0,
1.416,0.596726,0,-1.85992e-006,0,0,5.75127,0,3,0,0,
1.417,0.596726,0,-1.85992e-006,0,0,5.75427,0,3,0,0,
1.418,0.596726,0,-1.85992e-006,0,0,5.75727,0,3,0,0,
1.419,0.596726,0,-1.85992e-006,0,0,5.76027,0,3,0,0,
1.42,0.596726,0,-1.85992e-006,0,0,5.76327,0,3,0,0,
1.421,0.596726,0,-1.85992e-006,0,0,5.76627,0,3,0,0,
1.422,0.596726,0,-1.85992e-006,0,0,5.76927,0,3,0,0,
1.423,0.596726,0,-1.85992e-006,0,0,5.77227,0,3,0,0,
1.424,0.596726,0,-1.85992e-006,0,0,5.77527,0,3,0,0,
1.425,0.596726,0,-1.85992e-006,0,0,5.77827,0,3,0,0,
1.426,0.596726,0,-1.85992e-006,0,0,5.78127,0,3,0,0,
1.427,0.596726,0,-1.85992e-006,0,0,5.78427,0,3,0,0,
1.428,0.596726,0,-1.85992e-006,0,0,5.78727,0,3,0,0,
1.429,0.596726,0,-1.85992e-006,0,0,5.79027,0,3,0,0,
1.43,0.596726,0,-1.85992e-006,0,0,5.79327,0,3,0,0,
1.431,0.596726,0,-1.85992e-006,0,0,5.79627,0,3,0,0,
1.432,0.596726,0,-1.85992e-006,0,0,5.79927,0,3,0,0,
1.433,0.596726,0,-1.85992e-006,0,0,5.80227,0,3,0,0,
1.434,0.596726,0,-1.85992e-006,0,0,5.80527,0,3,0,0,
1.435,0.596726,0,-1.85992e-006,0,0,5.80827,0,3,0,0,
1.436,0.596726,0,-1.85992e-006,0,0,5.81127,0,3,0,0,
1.437,0.596726,0,-1.85992e-006,0,0,5.81427,0,3,0,0,
1.438,0.596726,0,-1.85992e-006,0,0,5.81727,0,3,0,0,
1.439,0.596726,0,-1.85992e-006,0,0,5.82027,0,3,0,0,
1.44,0.596726,0,-1.85992e-006,0,0,5.82327,0,3,0,0,
1.441,0.596726,0,-1.85992e-006,0,0,5.82627,0,3,0,0,
1.442,0.596726,0,-1.85992e-006,0,0,5.82927,0,3,0,0,
1.443,0.596726,0,-1.85992e-006,0,0,5.83227,0,3,0,0,
1.444,0.596726,0,-1.85992e-006,0,0,5.83527,0,3,0,0,
1.445,0.596726,0,-1.85992e-006,0,0,5.83827,0,3,0,0,
1.446,0.596726,0,-1.85992e-006,0,0,5.84127,0,3,0,0,
1.447,0.596726,0,-1.85992e-006,0,0,5.84427,0,3,0,0,
1.448,0.596726,0,-1.85992e-006,0,0,5.84727,0,3,0,0,
1.449,0.596726,0,-1.85992e-006,0,0,5.85027,0,3,0,0,
1.45,0.596726,0,-1.85992e-006,0,0,5.85327,0,3,0,0,
1.451,0.596726,0,-1.85992e-006,0,0,5.85627,0,3,0,0,
1.452,0.596726,0,-1.85992e-006,0,0,5.85927,0,3,0,0,
1.453,0.596726,0,-1.85992e-006,0,0,5.86227,0,3,0,0,
1.454,0.596726,0,-1.85992e-006,0,0,5.86527,0,3,0,0,
1.455,0.596726,0,-1.85992e-006,0,0,5.86827,0,3,0,0,
1.456,0.596726,0,-1.85992e-006,0,0,5.87127,0,3,0,0,
1.457,0.596726,0,-1.85992e-006,0,0,5.87427,0,3,0,0,
1.458,0.596726,0,-1.85992e-006,0,0,5.87727,0,3,0,0,
1.459,0.596726,0,-1.85992e-006,0,0,5.88027,0,3,0,0,
