,Ball 0,,,,Ball 1,,,,
,m:,1,,,m:,1,,,
,r:,1,,,r:,1,,,
,k:,980,,,k:,980,,,
,rot: ,false,,,,,,,
,u_k: ,0.5,,,,,,,
t,s_x,v_x,theta,w,s_x,v_x,theta,w,
0.3012,1.25089,-8.63387e-006,0,0,3.25511,5.00001,0,0,
0.3014,1.25089,-8.63387e-006,0,0,3.25611,5.00001,0,0,
0.3016,1.25089,-8.63387e-006,0,0,3.25711,5.00001,0,0,
0.3018,1.25089,-8.63387e-006,0,0,3.25811,5.00001,0,0,
0.302,1.25089,-8.63387e-006,0,0,3.25911,5.00001,0,0,
0.3022,1.25089,-8.63387e-006,0,0,3.26011,5.00001,0,0,
0.3024,1.25089,-8.63387e-006,0,0,3.26111,5.00001,0,0,
0.3026,1.25089,-8.63387e-006,0,0,3.26211,5.00001,0,0,
0.3028,1.25089,-8.63387e-006,0,0,3.26311,5.00001,0,0,
0.303,1.25089,-8.63387e-006,0,0,3.26411,5.00001,0,0,
0.3032,1.25089,-8.63387e-006,0,0,3.26511,5.00001,0,0,
0.3034,1.25089,-8.63387e-006,0,0,3.26611,5.00001,0,0,
0.3036,1.25089,-8.63387e-006,0,0,3.26711,5.00001,0,0,
0.3038,1.25089,-8.63387e-006,0,0,3.26811,5.00001,0,0,
0.304,1.25089,-8.63387e-006,0,0,3.26911,5.00001,0,0,
0.3042,1.25089,-8.63387e-006,0,0,3.27011,5.00001,0,0,
0.3044,1.25089,-8.63387e-006,0,0,3.27111,5.00001,0,0,
0.3046,1.25089,-8.63387e-006,0,0,3.27211,5.00001,0,0,
0.3048,1.25089,-8.63387e-006,0,0,3.27311,5.00001,0,0,
0.305,1.25089,-8.63387e-006,0,0,3.27411,5.00001,0,0,
0.3052,1.25089,-8.63387e-006,0,0,3.27511,5.00001,0,0,
0.3054,1.25089,-8.63387e-006,0,0,3.27611,5.00001,0,0,
0.3056,1.25089,-8.63387e-006,0,0,3.27711,5.00001,0,0,
0.3058,1.25089,-8.63387e-006,0,0,3.27811,5.00001,0,0,
0.306,1.25089,-8.63387e-006,0,0,3.27911,5.00001,0,0,
0.3062,1.25089,-8.63387e-006,0,0,3.28011,5.00001,0,0,
0.3064,1.25089,-8.63387e-006,0,0,3.28111,5.00001,0,0,
0.3066,1.25089,-8.63387e-006,0,0,3.28211,5.00001,0,0,
0.3068,1.25089,-8.63387e-006,0,0,3.28311,5.00001,0,0,
0.307,1.25089,-8.63387e-006,0,0,3.28411,5.00001,0,0,
0.3072,1.25089,-8.63387e-006,0,0,3.28511,5.00001,0,0,
0.3074,1.25089,-8.63387e-006,0,0,3.28611,5.00001,0,0,
0.3076,1.25089,-8.63387e-006,0,0,3.28711,5.00001,0,0,
0.3078,1.25089,-8.63387e-006,0,0,3.28811,5.00001,0,0,
0.308,1.25089,-8.63387e-006,0,0,3.28911,5.00001,0,0,
0.3082,1.25089,-8.63387e-006,0,0,3.29011,5.00001,0,0,
0.3084,1.25089,-8.63387e-006,0,0,3.29111,5.00001,0,0,
0.3086,1.25089,-8.63387e-006,0,0,3.29211,5.00001,0,0,
0.3088,1.25089,-8.63387e-006,0,0,3.29311,5.00001,0,0,
0.309,1.25089,-8.63387e-006,0,0,3.29411,5.00001,0,0,
0.3092,1.25089,-8.63387e-006,0,0,3.29511,5.00001,0,0,
0.3094,1.25089,-8.63387e-006,0,0,3.29611,5.00001,0,0,
0.3096,1.25089,-8.63387e-006,0,0,3.29711,5.00001,0,0,
0.3098,1.25089,-8.63387e-006,0,0,3.29811,5.00001,0,0,
0.31,1.25089,-8.63387e-006,0,0,3.29911,5.00001,0,0,
0.3102,1.25089,-8.63387e-006,0,0,3.30011,5.00001,0,0,
0.3104,1.25089,-8.63387e-006,0,0,3.30111,5.00001,0,0,
0.3106,1.25089,-8.63387e-006,0,0,3.30211,5.00001,0,0,
0.3108,1.25089,-8.63387e-006,0,0,3.30311,5.00001,0,0,
0.311,1.25089,-8.63387e-006,0,0,3.30411,5.00001,0,0,
0.3112,1.25089,-8.63387e-006,0,0,3.30511,5.00001,0,0,
0.3114,1.25089,-8.63387e-006,0,0,3.30611,5.00001,0,0,
0.3116,1.25089,-8.63387e-006,0,0,3.30711,5.00001,0,0,
0.3118,1.25089,-8.63387e-006,0,0,3.30811,5.00001,0,0,
0.312,1.25089,-8.63387e-006,0,0,3.30911,5.00001,0,0,
0.3122,1.25089,-8.63387e-006,0,0,3.31011,5.00001,0,0,
0.3124,1.25089,-8.63387e-006,0,0,3.31111,5.00001,0,0,
0.3126,1.25089,-8.63387e-006,0,0,3.31211,5.00001,0,0,
0.3128,1.25089,-8.63387e-006,0,0,3.31311,5.00001,0,0,
0.313,1.25089,-8.63387e-006,0,0,3.31411,5.00001,0,0,
0.3132,1.25089,-8.63387e-006,0,0,3.31511,5.00001,0,0,
0.3134,1.25089,-8.63387e-006,0,0,3.31611,5.00001,0,0,
0.3136,1.25089,-8.63387e-006,0,0,3.31711,5.00001,0,0,
0.3138,1.25089,-8.63387e-006,0,0,3.31811,5.00001,0,0,
0.314,1.25089,-8.63387e-006,0,0,3.31911,5.00001,0,0,
0.3142,1.25089,-8.63387e-006,0,0,3.32011,5.00001,0,0,
0.3144,1.25089,-8.63387e-006,0,0,3.32111,5.00001,0,0,
0.3146,1.25089,-8.63387e-006,0,0,3.32211,5.00001,0,0,
0.3148,1.25089,-8.63387e-006,0,0,3.32311,5.00001,0,0,
0.315,1.25089,-8.63387e-006,0,0,3.32411,5.00001,0,0,
0.3152,1.25089,-8.63387e-006,0,0,3.32511,5.00001,0,0,
0.3154,1.25089,-8.63387e-006,0,0,3.32611,5.00001,0,0,
0.3156,1.25089,-8.63387e-006,0,0,3.32711,5.00001,0,0,
0.3158,1.25089,-8.63387e-006,0,0,3.32811,5.00001,0,0,
0.316,1.25089,-8.63387e-006,0,0,3.32911,5.00001,0,0,
0.3162,1.25089,-8.63387e-006,0,0,3.33011,5.00001,0,0,
0.3164,1.25089,-8.63387e-006,0,0,3.33111,5.00001,0,0,
0.3166,1.25089,-8.63387e-006,0,0,3.33211,5.00001,0,0,
0.3168,1.25089,-8.63387e-006,0,0,3.33311,5.00001,0,0,
0.317,1.25089,-8.63387e-006,0,0,3.33411,5.00001,0,0,
0.3172,1.25089,-8.63387e-006,0,0,3.33511,5.00001,0,0,
0.3174,1.25089,-8.63387e-006,0,0,3.33611,5.00001,0,0,
0.3176,1.25089,-8.63387e-006,0,0,3.33711,5.00001,0,0,
0.3178,1.25089,-8.63387e-006,0,0,3.33811,5.00001,0,0,
0.318,1.25089,-8.63387e-006,0,0,3.33911,5.00001,0,0,
0.3182,1.25089,-8.63387e-006,0,0,3.34011,5.00001,0,0,
0.3184,1.25089,-8.63387e-006,0,0,3.34111,5.00001,0,0,
0.3186,1.25089,-8.63387e-006,0,0,3.34211,5.00001,0,0,
0.3188,1.25089,-8.63387e-006,0,0,3.34311,5.00001,0,0,
0.319,1.25089,-8.63387e-006,0,0,3.34411,5.00001,0,0,
0.3192,1.25089,-8.63387e-006,0,0,3.34511,5.00001,0,0,
0.3194,1.25089,-8.63387e-006,0,0,3.34611,5.00001,0,0,
0.3196,1.25089,-8.63387e-006,0,0,3.34711,5.00001,0,0,
0.3198,1.25089,-8.63387e-006,0,0,3.34811,5.00001,0,0,
0.32,1.25089,-8.63387e-006,0,0,3.34911,5.00001,0,0,
0.3202,1.25089,-8.63387e-006,0,0,3.35011,5.00001,0,0,
0.3204,1.25089,-8.63387e-006,0,0,3.35111,5.00001,0,0,
0.3206,1.25089,-8.63387e-006,0,0,3.35211,5.00001,0,0,
0.3208,1.25089,-8.63387e-006,0,0,3.35311,5.00001,0,0,
0.321,1.25089,-8.63387e-006,0,0,3.35411,5.00001,0,0,
0.3212,1.25089,-8.63387e-006,0,0,3.35511,5.00001,0,0,
0.3214,1.25089,-8.63387e-006,0,0,3.35611,5.00001,0,0,
0.3216,1.25089,-8.63387e-006,0,0,3.35711,5.00001,0,0,
0.3218,1.25089,-8.63387e-006,0,0,3.35811,5.00001,0,0,
0.322,1.25089,-8.63387e-006,0,0,3.35911,5.00001,0,0,
0.3222,1.25089,-8.63387e-006,0,0,3.36011,5.00001,0,0,
0.3224,1.25089,-8.63387e-006,0,0,3.36111,5.00001,0,0,
0.3226,1.25089,-8.63387e-006,0,0,3.36211,5.00001,0,0,
0.3228,1.25089,-8.63387e-006,0,0,3.36311,5.00001,0,0,
0.323,1.25089,-8.63387e-006,0,0,3.36411,5.00001,0,0,
0.3232,1.25089,-8.63387e-006,0,0,3.36511,5.00001,0,0,
0.3234,1.25089,-8.63387e-006,0,0,3.36611,5.00001,0,0,
0.3236,1.25089,-8.63387e-006,0,0,3.36711,5.00001,0,0,
0.3238,1.25089,-8.63387e-006,0,0,3.36811,5.00001,0,0,
0.324,1.25089,-8.63387e-006,0,0,3.36911,5.00001,0,0,
0.3242,1.25089,-8.63387e-006,0,0,3.37011,5.00001,0,0,
0.3244,1.25089,-8.63387e-006,0,0,3.37111,5.00001,0,0,
0.3246,1.25089,-8.63387e-006,0,0,3.37211,5.00001,0,0,
0.3248,1.25089,-8.63387e-006,0,0,3.37311,5.00001,0,0,
0.325,1.25089,-8.63387e-006,0,0,3.37411,5.00001,0,0,
0.3252,1.25089,-8.63387e-006,0,0,3.37511,5.00001,0,0,
0.3254,1.25089,-8.63387e-006,0,0,3.37611,5.00001,0,0,
0.3256,1.25089,-8.63387e-006,0,0,3.37711,5.00001,0,0,
0.3258,1.25089,-8.63387e-006,0,0,3.37811,5.00001,0,0,
0.326,1.25089,-8.63387e-006,0,0,3.37911,5.00001,0,0,
0.3262,1.25089,-8.63387e-006,0,0,3.38011,5.00001,0,0,
0.3264,1.25089,-8.63387e-006,0,0,3.38111,5.00001,0,0,
0.3266,1.25089,-8.63387e-006,0,0,3.38211,5.00001,0,0,
0.3268,1.25089,-8.63387e-006,0,0,3.38311,5.00001,0,0,
0.327,1.25089,-8.63387e-006,0,0,3.38411,5.00001,0,0,
0.3272,1.25089,-8.63387e-006,0,0,3.38511,5.00001,0,0,
0.3274,1.25089,-8.63387e-006,0,0,3.38611,5.00001,0,0,
0.3276,1.25089,-8.63387e-006,0,0,3.38711,5.00001,0,0,
0.3278,1.25089,-8.63387e-006,0,0,3.38811,5.00001,0,0,
0.328,1.25089,-8.63387e-006,0,0,3.38911,5.00001,0,0,
0.3282,1.25089,-8.63387e-006,0,0,3.39011,5.00001,0,0,
0.3284,1.25089,-8.63387e-006,0,0,3.39111,5.00001,0,0,
0.3286,1.25089,-8.63387e-006,0,0,3.39211,5.00001,0,0,
0.3288,1.25089,-8.63387e-006,0,0,3.39311,5.00001,0,0,
0.329,1.25089,-8.63387e-006,0,0,3.39411,5.00001,0,0,
0.3292,1.25089,-8.63387e-006,0,0,3.39511,5.00001,0,0,
0.3294,1.25089,-8.63387e-006,0,0,3.39611,5.00001,0,0,
0.3296,1.25089,-8.63387e-006,0,0,3.39711,5.00001,0,0,
0.3298,1.25089,-8.63387e-006,0,0,3.39811,5.00001,0,0,
0.33,1.25089,-8.63387e-006,0,0,3.39911,5.00001,0,0,
0.3302,1.25089,-8.63387e-006,0,0,3.40011,5.00001,0,0,
0.3304,1.25089,-8.63387e-006,0,0,3.40111,5.00001,0,0,
0.3306,1.25089,-8.63387e-006,0,0,3.40211,5.00001,0,0,
0.3308,1.25089,-8.63387e-006,0,0,3.40311,5.00001,0,0,
0.331,1.25089,-8.63387e-006,0,0,3.40411,5.00001,0,0,
0.3312,1.25089,-8.63387e-006,0,0,3.40511,5.00001,0,0,
0.3314,1.25089,-8.63387e-006,0,0,3.40611,5.00001,0,0,
0.3316,1.25089,-8.63387e-006,0,0,3.40711,5.00001,0,0,
0.3318,1.25089,-8.63387e-006,0,0,3.40811,5.00001,0,0,
0.332,1.25089,-8.63387e-006,0,0,3.40911,5.00001,0,0,
0.3322,1.25089,-8.63387e-006,0,0,3.41011,5.00001,0,0,
0.3324,1.25089,-8.63387e-006,0,0,3.41111,5.00001,0,0,
0.3326,1.25089,-8.63387e-006,0,0,3.41211,5.00001,0,0,
0.3328,1.25089,-8.63387e-006,0,0,3.41311,5.00001,0,0,
0.333,1.25089,-8.63387e-006,0,0,3.41411,5.00001,0,0,
0.3332,1.25089,-8.63387e-006,0,0,3.41511,5.00001,0,0,
0.3334,1.25089,-8.63387e-006,0,0,3.41611,5.00001,0,0,
0.3336,1.25089,-8.63387e-006,0,0,3.41711,5.00001,0,0,
0.3338,1.25089,-8.63387e-006,0,0,3.41811,5.00001,0,0,
0.334,1.25089,-8.63387e-006,0,0,3.41911,5.00001,0,0,
0.3342,1.25089,-8.63387e-006,0,0,3.42011,5.00001,0,0,
0.3344,1.25089,-8.63387e-006,0,0,3.42111,5.00001,0,0,
0.3346,1.25089,-8.63387e-006,0,0,3.42211,5.00001,0,0,
0.3348,1.25089,-8.63387e-006,0,0,3.42311,5.00001,0,0,
0.335,1.25089,-8.63387e-006,0,0,3.42411,5.00001,0,0,
0.3352,1.25089,-8.63387e-006,0,0,3.42511,5.00001,0,0,
0.3354,1.25089,-8.63387e-006,0,0,3.42611,5.00001,0,0,
0.3356,1.25089,-8.63387e-006,0,0,3.42711,5.00001,0,0,
0.3358,1.25089,-8.63387e-006,0,0,3.42811,5.00001,0,0,
0.336,1.25089,-8.63387e-006,0,0,3.42911,5.00001,0,0,
0.3362,1.25089,-8.63387e-006,0,0,3.43011,5.00001,0,0,
0.3364,1.25089,-8.63387e-006,0,0,3.43111,5.00001,0,0,
0.3366,1.25089,-8.63387e-006,0,0,3.43211,5.00001,0,0,
0.3368,1.25089,-8.63387e-006,0,0,3.43311,5.00001,0,0,
0.337,1.25089,-8.63387e-006,0,0,3.43411,5.00001,0,0,
0.3372,1.25089,-8.63387e-006,0,0,3.43511,5.00001,0,0,
0.3374,1.25089,-8.63387e-006,0,0,3.43611,5.00001,0,0,
0.3376,1.25089,-8.63387e-006,0,0,3.43711,5.00001,0,0,
0.3378,1.25089,-8.63387e-006,0,0,3.43811,5.00001,0,0,
0.338,1.25089,-8.63387e-006,0,0,3.43911,5.00001,0,0,
0.3382,1.25089,-8.63387e-006,0,0,3.44011,5.00001,0,0,
0.3384,1.25089,-8.63387e-006,0,0,3.44111,5.00001,0,0,
0.3386,1.25089,-8.63387e-006,0,0,3.44211,5.00001,0,0,
0.3388,1.25089,-8.63387e-006,0,0,3.44311,5.00001,0,0,
0.339,1.25089,-8.63387e-006,0,0,3.44411,5.00001,0,0,
0.3392,1.25089,-8.63387e-006,0,0,3.44511,5.00001,0,0,
0.3394,1.25089,-8.63387e-006,0,0,3.44611,5.00001,0,0,
0.3396,1.25089,-8.63387e-006,0,0,3.44711,5.00001,0,0,
0.3398,1.25089,-8.63387e-006,0,0,3.44811,5.00001,0,0,
0.34,1.25089,-8.63387e-006,0,0,3.44911,5.00001,0,0,
0.3402,1.25089,-8.63387e-006,0,0,3.45011,5.00001,0,0,
0.3404,1.25089,-8.63387e-006,0,0,3.45111,5.00001,0,0,
0.3406,1.25089,-8.63387e-006,0,0,3.45211,5.00001,0,0,
0.3408,1.25089,-8.63387e-006,0,0,3.45311,5.00001,0,0,
0.341,1.25089,-8.63387e-006,0,0,3.45411,5.00001,0,0,
0.3412,1.25089,-8.63387e-006,0,0,3.45511,5.00001,0,0,
0.3414,1.25089,-8.63387e-006,0,0,3.45611,5.00001,0,0,
0.3416,1.25089,-8.63387e-006,0,0,3.45711,5.00001,0,0,
0.3418,1.25089,-8.63387e-006,0,0,3.45811,5.00001,0,0,
0.342,1.25089,-8.63387e-006,0,0,3.45911,5.00001,0,0,
0.3422,1.25089,-8.63387e-006,0,0,3.46011,5.00001,0,0,
0.3424,1.25089,-8.63387e-006,0,0,3.46111,5.00001,0,0,
0.3426,1.25089,-8.63387e-006,0,0,3.46211,5.00001,0,0,
0.3428,1.25089,-8.63387e-006,0,0,3.46311,5.00001,0,0,
0.343,1.25089,-8.63387e-006,0,0,3.46411,5.00001,0,0,
0.3432,1.25089,-8.63387e-006,0,0,3.46511,5.00001,0,0,
0.3434,1.25089,-8.63387e-006,0,0,3.46611,5.00001,0,0,
0.3436,1.25089,-8.63387e-006,0,0,3.46711,5.00001,0,0,
0.3438,1.25089,-8.63387e-006,0,0,3.46811,5.00001,0,0,
0.344,1.25089,-8.63387e-006,0,0,3.46911,5.00001,0,0,
0.3442,1.25089,-8.63387e-006,0,0,3.47011,5.00001,0,0,
0.3444,1.25089,-8.63387e-006,0,0,3.47111,5.00001,0,0,
0.3446,1.25089,-8.63387e-006,0,0,3.47211,5.00001,0,0,
0.3448,1.25089,-8.63387e-006,0,0,3.47311,5.00001,0,0,
0.345,1.25089,-8.63387e-006,0,0,3.47411,5.00001,0,0,
0.3452,1.25089,-8.63387e-006,0,0,3.47511,5.00001,0,0,
0.3454,1.25089,-8.63387e-006,0,0,3.47611,5.00001,0,0,
0.3456,1.25089,-8.63387e-006,0,0,3.47711,5.00001,0,0,
0.3458,1.25089,-8.63387e-006,0,0,3.47811,5.00001,0,0,
0.346,1.25089,-8.63387e-006,0,0,3.47911,5.00001,0,0,
0.3462,1.25089,-8.63387e-006,0,0,3.48011,5.00001,0,0,
0.3464,1.25089,-8.63387e-006,0,0,3.48111,5.00001,0,0,
0.3466,1.25089,-8.63387e-006,0,0,3.48211,5.00001,0,0,
0.3468,1.25089,-8.63387e-006,0,0,3.48311,5.00001,0,0,
0.347,1.25089,-8.63387e-006,0,0,3.48411,5.00001,0,0,
0.3472,1.25089,-8.63387e-006,0,0,3.48511,5.00001,0,0,
0.3474,1.25089,-8.63387e-006,0,0,3.48611,5.00001,0,0,
0.3476,1.25089,-8.63387e-006,0,0,3.48711,5.00001,0,0,
0.3478,1.25089,-8.63387e-006,0,0,3.48811,5.00001,0,0,
0.348,1.25089,-8.63387e-006,0,0,3.48911,5.00001,0,0,
0.3482,1.25089,-8.63387e-006,0,0,3.49011,5.00001,0,0,
0.3484,1.25089,-8.63387e-006,0,0,3.49111,5.00001,0,0,
0.3486,1.25089,-8.63387e-006,0,0,3.49211,5.00001,0,0,
0.3488,1.25089,-8.63387e-006,0,0,3.49311,5.00001,0,0,
0.349,1.25089,-8.63387e-006,0,0,3.49411,5.00001,0,0,
0.3492,1.25089,-8.63387e-006,0,0,3.49511,5.00001,0,0,
0.3494,1.25089,-8.63387e-006,0,0,3.49611,5.00001,0,0,
0.3496,1.25089,-8.63387e-006,0,0,3.49711,5.00001,0,0,
0.3498,1.25089,-8.63387e-006,0,0,3.49811,5.00001,0,0,
0.35,1.25089,-8.63387e-006,0,0,3.49911,5.00001,0,0,
0.3502,1.25089,-8.63387e-006,0,0,3.50011,5.00001,0,0,
0.3504,1.25089,-8.63387e-006,0,0,3.50111,5.00001,0,0,
0.3506,1.25089,-8.63387e-006,0,0,3.50211,5.00001,0,0,
0.3508,1.25089,-8.63387e-006,0,0,3.50311,5.00001,0,0,
0.351,1.25089,-8.63387e-006,0,0,3.50411,5.00001,0,0,
0.3512,1.25089,-8.63387e-006,0,0,3.50511,5.00001,0,0,
0.3514,1.25089,-8.63387e-006,0,0,3.50611,5.00001,0,0,
0.3516,1.25089,-8.63387e-006,0,0,3.50711,5.00001,0,0,
0.3518,1.25089,-8.63387e-006,0,0,3.50811,5.00001,0,0,
0.352,1.25089,-8.63387e-006,0,0,3.50911,5.00001,0,0,
0.3522,1.25089,-8.63387e-006,0,0,3.51011,5.00001,0,0,
0.3524,1.25089,-8.63387e-006,0,0,3.51111,5.00001,0,0,
0.3526,1.25089,-8.63387e-006,0,0,3.51211,5.00001,0,0,
0.3528,1.25089,-8.63387e-006,0,0,3.51311,5.00001,0,0,
0.353,1.25089,-8.63387e-006,0,0,3.51411,5.00001,0,0,
0.3532,1.25089,-8.63387e-006,0,0,3.51511,5.00001,0,0,
0.3534,1.25089,-8.63387e-006,0,0,3.51611,5.00001,0,0,
0.3536,1.25089,-8.63387e-006,0,0,3.51711,5.00001,0,0,
0.3538,1.25089,-8.63387e-006,0,0,3.51811,5.00001,0,0,
0.354,1.25089,-8.63387e-006,0,0,3.51911,5.00001,0,0,
0.3542,1.25089,-8.63387e-006,0,0,3.52011,5.00001,0,0,
0.3544,1.25089,-8.63387e-006,0,0,3.52111,5.00001,0,0,
0.3546,1.25089,-8.63387e-006,0,0,3.52211,5.00001,0,0,
0.3548,1.25089,-8.63387e-006,0,0,3.52311,5.00001,0,0,
0.355,1.25089,-8.63387e-006,0,0,3.52411,5.00001,0,0,
0.3552,1.25089,-8.63387e-006,0,0,3.52511,5.00001,0,0,
0.3554,1.25089,-8.63387e-006,0,0,3.52611,5.00001,0,0,
0.3556,1.25089,-8.63387e-006,0,0,3.52711,5.00001,0,0,
0.3558,1.25089,-8.63387e-006,0,0,3.52811,5.00001,0,0,
0.356,1.25089,-8.63387e-006,0,0,3.52911,5.00001,0,0,
0.3562,1.25089,-8.63387e-006,0,0,3.53011,5.00001,0,0,
0.3564,1.25089,-8.63387e-006,0,0,3.53111,5.00001,0,0,
0.3566,1.25089,-8.63387e-006,0,0,3.53211,5.00001,0,0,
0.3568,1.25089,-8.63387e-006,0,0,3.53311,5.00001,0,0,
0.357,1.25089,-8.63387e-006,0,0,3.53411,5.00001,0,0,
0.3572,1.25089,-8.63387e-006,0,0,3.53511,5.00001,0,0,
0.3574,1.25089,-8.63387e-006,0,0,3.53611,5.00001,0,0,
0.3576,1.25089,-8.63387e-006,0,0,3.53711,5.00001,0,0,
0.3578,1.25089,-8.63387e-006,0,0,3.53811,5.00001,0,0,
0.358,1.25089,-8.63387e-006,0,0,3.53911,5.00001,0,0,
0.3582,1.25089,-8.63387e-006,0,0,3.54011,5.00001,0,0,
0.3584,1.25089,-8.63387e-006,0,0,3.54111,5.00001,0,0,
0.3586,1.25089,-8.63387e-006,0,0,3.54211,5.00001,0,0,
0.3588,1.25089,-8.63387e-006,0,0,3.54311,5.00001,0,0,
0.359,1.25089,-8.63387e-006,0,0,3.54411,5.00001,0,0,
0.3592,1.25089,-8.63387e-006,0,0,3.54511,5.00001,0,0,
0.3594,1.25089,-8.63387e-006,0,0,3.54611,5.00001,0,0,
0.3596,1.25089,-8.63387e-006,0,0,3.54711,5.00001,0,0,
0.3598,1.25089,-8.63387e-006,0,0,3.54811,5.00001,0,0,
0.36,1.25089,-8.63387e-006,0,0,3.54911,5.00001,0,0,
0.3602,1.25089,-8.63387e-006,0,0,3.55011,5.00001,0,0,
0.3604,1.25089,-8.63387e-006,0,0,3.55111,5.00001,0,0,
0.3606,1.25089,-8.63387e-006,0,0,3.55211,5.00001,0,0,
0.3608,1.25089,-8.63387e-006,0,0,3.55311,5.00001,0,0,
0.361,1.25089,-8.63387e-006,0,0,3.55411,5.00001,0,0,
0.3612,1.25089,-8.63387e-006,0,0,3.55511,5.00001,0,0,
0.3614,1.25089,-8.63387e-006,0,0,3.55611,5.00001,0,0,
0.3616,1.25089,-8.63387e-006,0,0,3.55711,5.00001,0,0,
0.3618,1.25089,-8.63387e-006,0,0,3.55811,5.00001,0,0,
0.362,1.25089,-8.63387e-006,0,0,3.55911,5.00001,0,0,
0.3622,1.25089,-8.63387e-006,0,0,3.56011,5.00001,0,0,
0.3624,1.25089,-8.63387e-006,0,0,3.56111,5.00001,0,0,
0.3626,1.25089,-8.63387e-006,0,0,3.56211,5.00001,0,0,
0.3628,1.25089,-8.63387e-006,0,0,3.56311,5.00001,0,0,
0.363,1.25089,-8.63387e-006,0,0,3.56411,5.00001,0,0,
0.3632,1.25089,-8.63387e-006,0,0,3.56511,5.00001,0,0,
0.3634,1.25089,-8.63387e-006,0,0,3.56611,5.00001,0,0,
0.3636,1.25089,-8.63387e-006,0,0,3.56711,5.00001,0,0,
0.3638,1.25089,-8.63387e-006,0,0,3.56811,5.00001,0,0,
0.364,1.25089,-8.63387e-006,0,0,3.56911,5.00001,0,0,
0.3642,1.25089,-8.63387e-006,0,0,3.57011,5.00001,0,0,
0.3644,1.25089,-8.63387e-006,0,0,3.57111,5.00001,0,0,
0.3646,1.25089,-8.63387e-006,0,0,3.57211,5.00001,0,0,
0.3648,1.25089,-8.63387e-006,0,0,3.57311,5.00001,0,0,
0.365,1.25089,-8.63387e-006,0,0,3.57411,5.00001,0,0,
0.3652,1.25089,-8.63387e-006,0,0,3.57511,5.00001,0,0,
0.3654,1.25089,-8.63387e-006,0,0,3.57611,5.00001,0,0,
0.3656,1.25089,-8.63387e-006,0,0,3.57711,5.00001,0,0,
0.3658,1.25089,-8.63387e-006,0,0,3.57811,5.00001,0,0,
0.366,1.25089,-8.63387e-006,0,0,3.57911,5.00001,0,0,
0.3662,1.25089,-8.63387e-006,0,0,3.58011,5.00001,0,0,
0.3664,1.25089,-8.63387e-006,0,0,3.58111,5.00001,0,0,
0.3666,1.25089,-8.63387e-006,0,0,3.58211,5.00001,0,0,
0.3668,1.25089,-8.63387e-006,0,0,3.58311,5.00001,0,0,
0.367,1.25089,-8.63387e-006,0,0,3.58411,5.00001,0,0,
0.3672,1.25089,-8.63387e-006,0,0,3.58511,5.00001,0,0,
0.3674,1.25089,-8.63387e-006,0,0,3.58611,5.00001,0,0,
0.3676,1.25089,-8.63387e-006,0,0,3.58711,5.00001,0,0,
0.3678,1.25089,-8.63387e-006,0,0,3.58811,5.00001,0,0,
0.368,1.25089,-8.63387e-006,0,0,3.58911,5.00001,0,0,
0.3682,1.25089,-8.63387e-006,0,0,3.59011,5.00001,0,0,
0.3684,1.25089,-8.63387e-006,0,0,3.59111,5.00001,0,0,
0.3686,1.25089,-8.63387e-006,0,0,3.59211,5.00001,0,0,
0.3688,1.25089,-8.63387e-006,0,0,3.59311,5.00001,0,0,
0.369,1.25089,-8.63387e-006,0,0,3.59411,5.00001,0,0,
0.3692,1.25089,-8.63387e-006,0,0,3.59511,5.00001,0,0,
0.3694,1.25089,-8.63387e-006,0,0,3.59611,5.00001,0,0,
0.3696,1.25089,-8.63387e-006,0,0,3.59711,5.00001,0,0,
0.3698,1.25089,-8.63387e-006,0,0,3.59811,5.00001,0,0,
0.37,1.25089,-8.63387e-006,0,0,3.59911,5.00001,0,0,
0.3702,1.25089,-8.63387e-006,0,0,3.60011,5.00001,0,0,
0.3704,1.25089,-8.63387e-006,0,0,3.60111,5.00001,0,0,
0.3706,1.25089,-8.63387e-006,0,0,3.60211,5.00001,0,0,
0.3708,1.25089,-8.63387e-006,0,0,3.60311,5.00001,0,0,
0.371,1.25089,-8.63387e-006,0,0,3.60411,5.00001,0,0,
0.3712,1.25089,-8.63387e-006,0,0,3.60511,5.00001,0,0,
0.3714,1.25089,-8.63387e-006,0,0,3.60611,5.00001,0,0,
0.3716,1.25089,-8.63387e-006,0,0,3.60711,5.00001,0,0,
0.3718,1.25089,-8.63387e-006,0,0,3.60811,5.00001,0,0,
0.372,1.25089,-8.63387e-006,0,0,3.60911,5.00001,0,0,
0.3722,1.25089,-8.63387e-006,0,0,3.61011,5.00001,0,0,
0.3724,1.25089,-8.63387e-006,0,0,3.61111,5.00001,0,0,
0.3726,1.25089,-8.63387e-006,0,0,3.61211,5.00001,0,0,
0.3728,1.25089,-8.63387e-006,0,0,3.61311,5.00001,0,0,
0.373,1.25089,-8.63387e-006,0,0,3.61411,5.00001,0,0,
0.3732,1.25089,-8.63387e-006,0,0,3.61511,5.00001,0,0,
0.3734,1.25089,-8.63387e-006,0,0,3.61611,5.00001,0,0,
0.3736,1.25089,-8.63387e-006,0,0,3.61711,5.00001,0,0,
0.3738,1.25089,-8.63387e-006,0,0,3.61811,5.00001,0,0,
0.374,1.25089,-8.63387e-006,0,0,3.61911,5.00001,0,0,
0.3742,1.25089,-8.63387e-006,0,0,3.62011,5.00001,0,0,
